Column,Original,Imputed/Encoded
Annual Inc Joint,,640000.0 (From Annual Inc)
Annual Inc Joint,,41988.0 (From Annual Inc)
Annual Inc Joint,,74544.0 (From Annual Inc)
Annual Inc Joint,,52419.0 (From Annual Inc)
Annual Inc Joint,,41113.0 (From Annual Inc)
Annual Inc Joint,,51391.051 (From Annual Inc)
Annual Inc Joint,,158909.0 (From Annual Inc)
Annual Inc Joint,,82200.0 (From Annual Inc)
Annual Inc Joint,,19301.311 (From Annual Inc)
Annual Inc Joint,,38700.0 (From Annual Inc)
Annual Inc Joint,,46200.0 (From Annual Inc)
Annual Inc Joint,,47688.0 (From Annual Inc)
Annual Inc Joint,,69056.0 (From Annual Inc)
Annual Inc Joint,,40763.0 (From Annual Inc)
Annual Inc Joint,,61939.0 (From Annual Inc)
Annual Inc Joint,,69160.0 (From Annual Inc)
Annual Inc Joint,,17238.0 (From Annual Inc)
Annual Inc Joint,,273000.0 (From Annual Inc)
Annual Inc Joint,,55650.0 (From Annual Inc)
Annual Inc Joint,,81274.0 (From Annual Inc)
Annual Inc Joint,,529000.0 (From Annual Inc)
Annual Inc Joint,,68300.0 (From Annual Inc)
Annual Inc Joint,,93894.0 (From Annual Inc)
Annual Inc Joint,,213000.0 (From Annual Inc)
Annual Inc Joint,,54750.0 (From Annual Inc)
Annual Inc Joint,,37336.0 (From Annual Inc)
Annual Inc Joint,,51126.0 (From Annual Inc)
Annual Inc Joint,,20400.0 (From Annual Inc)
Annual Inc Joint,,54744.0 (From Annual Inc)
Annual Inc Joint,,34977.0 (From Annual Inc)
Annual Inc Joint,,22400.0 (From Annual Inc)
Annual Inc Joint,,43364.0 (From Annual Inc)
Annual Inc Joint,,129200.0 (From Annual Inc)
Annual Inc Joint,,51125.0 (From Annual Inc)
Annual Inc Joint,,43335.0 (From Annual Inc)
Annual Inc Joint,,56600.0 (From Annual Inc)
Annual Inc Joint,,37824.0 (From Annual Inc)
Annual Inc Joint,,38640.0 (From Annual Inc)
Annual Inc Joint,,66232.0 (From Annual Inc)
Annual Inc Joint,,85644.0 (From Annual Inc)
Annual Inc Joint,,89300.0 (From Annual Inc)
Annual Inc Joint,,110094.0 (From Annual Inc)
Annual Inc Joint,,10764.0 (From Annual Inc)
Annual Inc Joint,,57850.0 (From Annual Inc)
Annual Inc Joint,,37224.0 (From Annual Inc)
Annual Inc Joint,,47700.0 (From Annual Inc)
Annual Inc Joint,,12528.0 (From Annual Inc)
Annual Inc Joint,,51766.0 (From Annual Inc)
Annual Inc Joint,,58112.121 (From Annual Inc)
Annual Inc Joint,,29309.0 (From Annual Inc)
Annual Inc Joint,,171312.0 (From Annual Inc)
Annual Inc Joint,,67323.477 (From Annual Inc)
Annual Inc Joint,,45791.0 (From Annual Inc)
Annual Inc Joint,,84084.0 (From Annual Inc)
Annual Inc Joint,,575000.0 (From Annual Inc)
Annual Inc Joint,,49896.551 (From Annual Inc)
Annual Inc Joint,,100002.0 (From Annual Inc)
Annual Inc Joint,,19930.0 (From Annual Inc)
Annual Inc Joint,,66565.0 (From Annual Inc)
Annual Inc Joint,,68367.0 (From Annual Inc)
Annual Inc Joint,,52520.0 (From Annual Inc)
Annual Inc Joint,,33356.0 (From Annual Inc)
Annual Inc Joint,,28730.0 (From Annual Inc)
Annual Inc Joint,,90400.0 (From Annual Inc)
Annual Inc Joint,,15696.0 (From Annual Inc)
Annual Inc Joint,,106400.0 (From Annual Inc)
Annual Inc Joint,,126514.0 (From Annual Inc)
Annual Inc Joint,,42912.0 (From Annual Inc)
Annual Inc Joint,,118432.0 (From Annual Inc)
Annual Inc Joint,,95260.0 (From Annual Inc)
Annual Inc Joint,,38100.0 (From Annual Inc)
Annual Inc Joint,,114400.0 (From Annual Inc)
Annual Inc Joint,,286000.0 (From Annual Inc)
Annual Inc Joint,,39133.0 (From Annual Inc)
Annual Inc Joint,,58400.0 (From Annual Inc)
Annual Inc Joint,,21300.0 (From Annual Inc)
Annual Inc Joint,,83929.5 (From Annual Inc)
Annual Inc Joint,,50180.0 (From Annual Inc)
Annual Inc Joint,,45178.0 (From Annual Inc)
Annual Inc Joint,,80043.0 (From Annual Inc)
Annual Inc Joint,,70086.0 (From Annual Inc)
Annual Inc Joint,,102350.0 (From Annual Inc)
Annual Inc Joint,,26544.0 (From Annual Inc)
Annual Inc Joint,,41140.0 (From Annual Inc)
Annual Inc Joint,,96600.0 (From Annual Inc)
Annual Inc Joint,,57288.0 (From Annual Inc)
Annual Inc Joint,,312000.0 (From Annual Inc)
Annual Inc Joint,,43786.801 (From Annual Inc)
Annual Inc Joint,,94750.0 (From Annual Inc)
Annual Inc Joint,,36747.0 (From Annual Inc)
Annual Inc Joint,,56400.0 (From Annual Inc)
Annual Inc Joint,,118700.0 (From Annual Inc)
Annual Inc Joint,,27600.0 (From Annual Inc)
Annual Inc Joint,,70572.0 (From Annual Inc)
Annual Inc Joint,,64200.0 (From Annual Inc)
Annual Inc Joint,,74440.0 (From Annual Inc)
Annual Inc Joint,,102996.0 (From Annual Inc)
Annual Inc Joint,,70650.0 (From Annual Inc)
Annual Inc Joint,,90183.0 (From Annual Inc)
Annual Inc Joint,,88305.0 (From Annual Inc)
Annual Inc Joint,,42168.629 (From Annual Inc)
Annual Inc Joint,,40102.398 (From Annual Inc)
Annual Inc Joint,,255000.0 (From Annual Inc)
Annual Inc Joint,,63294.0 (From Annual Inc)
Annual Inc Joint,,110980.0 (From Annual Inc)
Annual Inc Joint,,18443.0 (From Annual Inc)
Annual Inc Joint,,25064.0 (From Annual Inc)
Annual Inc Joint,,67356.0 (From Annual Inc)
Annual Inc Joint,,43600.0 (From Annual Inc)
Annual Inc Joint,,35700.0 (From Annual Inc)
Annual Inc Joint,,93400.0 (From Annual Inc)
Annual Inc Joint,,97352.641 (From Annual Inc)
Annual Inc Joint,,26130.0 (From Annual Inc)
Annual Inc Joint,,107300.0 (From Annual Inc)
Annual Inc Joint,,66367.352 (From Annual Inc)
Annual Inc Joint,,31392.0 (From Annual Inc)
Annual Inc Joint,,159600.0 (From Annual Inc)
Annual Inc Joint,,47201.0 (From Annual Inc)
Annual Inc Joint,,52153.0 (From Annual Inc)
Annual Inc Joint,,74566.0 (From Annual Inc)
Annual Inc Joint,,35297.602 (From Annual Inc)
Annual Inc Joint,,121260.0 (From Annual Inc)
Annual Inc Joint,,84870.0 (From Annual Inc)
Annual Inc Joint,,675000.0 (From Annual Inc)
Annual Inc Joint,,48750.0 (From Annual Inc)
Annual Inc Joint,,18500.0 (From Annual Inc)
Annual Inc Joint,,36430.0 (From Annual Inc)
Annual Inc Joint,,105716.0 (From Annual Inc)
Annual Inc Joint,,38997.98 (From Annual Inc)
Annual Inc Joint,,37640.0 (From Annual Inc)
Annual Inc Joint,,98400.0 (From Annual Inc)
Annual Inc Joint,,36840.0 (From Annual Inc)
Annual Inc Joint,,92800.0 (From Annual Inc)
Annual Inc Joint,,47200.0 (From Annual Inc)
Annual Inc Joint,,103441.0 (From Annual Inc)
Annual Inc Joint,,61557.0 (From Annual Inc)
Annual Inc Joint,,94440.0 (From Annual Inc)
Annual Inc Joint,,44195.0 (From Annual Inc)
Annual Inc Joint,,82020.0 (From Annual Inc)
Annual Inc Joint,,27523.0 (From Annual Inc)
Annual Inc Joint,,126100.0 (From Annual Inc)
Annual Inc Joint,,72100.0 (From Annual Inc)
Annual Inc Joint,,111781.0 (From Annual Inc)
Annual Inc Joint,,29540.0 (From Annual Inc)
Annual Inc Joint,,85700.0 (From Annual Inc)
Annual Inc Joint,,35805.0 (From Annual Inc)
Annual Inc Joint,,61260.0 (From Annual Inc)
Annual Inc Joint,,58094.398 (From Annual Inc)
Annual Inc Joint,,47164.0 (From Annual Inc)
Annual Inc Joint,,9180.0 (From Annual Inc)
Annual Inc Joint,,58767.0 (From Annual Inc)
Annual Inc Joint,,42140.0 (From Annual Inc)
Annual Inc Joint,,76050.0 (From Annual Inc)
Annual Inc Joint,,108492.0 (From Annual Inc)
Annual Inc Joint,,35075.0 (From Annual Inc)
Annual Inc Joint,,75018.0 (From Annual Inc)
Annual Inc Joint,,104277.0 (From Annual Inc)
Annual Inc Joint,,43815.0 (From Annual Inc)
Annual Inc Joint,,212785.0 (From Annual Inc)
Annual Inc Joint,,98621.469 (From Annual Inc)
Annual Inc Joint,,22080.0 (From Annual Inc)
Annual Inc Joint,,131100.0 (From Annual Inc)
Annual Inc Joint,,38855.0 (From Annual Inc)
Annual Inc Joint,,25986.0 (From Annual Inc)
Annual Inc Joint,,32600.0 (From Annual Inc)
Annual Inc Joint,,72750.0 (From Annual Inc)
Annual Inc Joint,,59396.0 (From Annual Inc)
Annual Inc Joint,,77172.0 (From Annual Inc)
Annual Inc Joint,,99999.0 (From Annual Inc)
Annual Inc Joint,,168473.0 (From Annual Inc)
Annual Inc Joint,,68043.0 (From Annual Inc)
Annual Inc Joint,,56925.0 (From Annual Inc)
Annual Inc Joint,,64220.0 (From Annual Inc)
Annual Inc Joint,,25884.0 (From Annual Inc)
Annual Inc Joint,,60528.0 (From Annual Inc)
Annual Inc Joint,,45028.199 (From Annual Inc)
Annual Inc Joint,,75200.156 (From Annual Inc)
Annual Inc Joint,,37085.0 (From Annual Inc)
Annual Inc Joint,,38550.0 (From Annual Inc)
Annual Inc Joint,,75104.438 (From Annual Inc)
Annual Inc Joint,,42683.52 (From Annual Inc)
Annual Inc Joint,,75900.0 (From Annual Inc)
Annual Inc Joint,,53900.0 (From Annual Inc)
Annual Inc Joint,,38767.0 (From Annual Inc)
Annual Inc Joint,,58545.0 (From Annual Inc)
Annual Inc Joint,,164545.0 (From Annual Inc)
Annual Inc Joint,,38604.0 (From Annual Inc)
Annual Inc Joint,,79992.0 (From Annual Inc)
Annual Inc Joint,,53550.0 (From Annual Inc)
Annual Inc Joint,,101480.0 (From Annual Inc)
Annual Inc Joint,,122500.0 (From Annual Inc)
Annual Inc Joint,,56423.0 (From Annual Inc)
Annual Inc Joint,,36692.0 (From Annual Inc)
Annual Inc Joint,,90650.0 (From Annual Inc)
Annual Inc Joint,,550000.0 (From Annual Inc)
Annual Inc Joint,,40125.0 (From Annual Inc)
Annual Inc Joint,,81120.0 (From Annual Inc)
Annual Inc Joint,,52153.078 (From Annual Inc)
Annual Inc Joint,,65520.0 (From Annual Inc)
Annual Inc Joint,,44506.0 (From Annual Inc)
Annual Inc Joint,,81600.0 (From Annual Inc)
Annual Inc Joint,,72022.0 (From Annual Inc)
Annual Inc Joint,,420000.0 (From Annual Inc)
Annual Inc Joint,,29328.0 (From Annual Inc)
Annual Inc Joint,,47400.0 (From Annual Inc)
Annual Inc Joint,,42883.0 (From Annual Inc)
Annual Inc Joint,,96900.0 (From Annual Inc)
Annual Inc Joint,,199205.0 (From Annual Inc)
Annual Inc Joint,,73025.0 (From Annual Inc)
Annual Inc Joint,,226000.0 (From Annual Inc)
Annual Inc Joint,,128475.0 (From Annual Inc)
Annual Inc Joint,,21528.0 (From Annual Inc)
Annual Inc Joint,,85328.0 (From Annual Inc)
Annual Inc Joint,,19950.0 (From Annual Inc)
Annual Inc Joint,,40200.0 (From Annual Inc)
Annual Inc Joint,,51397.0 (From Annual Inc)
Annual Inc Joint,,475000.0 (From Annual Inc)
Annual Inc Joint,,24992.0 (From Annual Inc)
Annual Inc Joint,,71169.0 (From Annual Inc)
Annual Inc Joint,,72200.0 (From Annual Inc)
Annual Inc Joint,,372000.0 (From Annual Inc)
Annual Inc Joint,,79560.0 (From Annual Inc)
Annual Inc Joint,,173730.52 (From Annual Inc)
Annual Inc Joint,,28889.73 (From Annual Inc)
Annual Inc Joint,,101388.0 (From Annual Inc)
Annual Inc Joint,,78800.0 (From Annual Inc)
Annual Inc Joint,,94536.523 (From Annual Inc)
Annual Inc Joint,,40900.0 (From Annual Inc)
Annual Inc Joint,,244000.0 (From Annual Inc)
Annual Inc Joint,,135900.0 (From Annual Inc)
Annual Inc Joint,,68450.0 (From Annual Inc)
Annual Inc Joint,,16884.0 (From Annual Inc)
Annual Inc Joint,,60025.0 (From Annual Inc)
Annual Inc Joint,,238050.0 (From Annual Inc)
Annual Inc Joint,,19324.0 (From Annual Inc)
Annual Inc Joint,,177000.0 (From Annual Inc)
Annual Inc Joint,,43508.0 (From Annual Inc)
Annual Inc Joint,,68600.0 (From Annual Inc)
Annual Inc Joint,,111666.0 (From Annual Inc)
Annual Inc Joint,,59797.0 (From Annual Inc)
Annual Inc Joint,,97850.0 (From Annual Inc)
Annual Inc Joint,,53152.0 (From Annual Inc)
Annual Inc Joint,,17556.0 (From Annual Inc)
Annual Inc Joint,,27900.0 (From Annual Inc)
Annual Inc Joint,,51350.0 (From Annual Inc)
Annual Inc Joint,,48100.0 (From Annual Inc)
Annual Inc Joint,,90028.0 (From Annual Inc)
Annual Inc Joint,,144300.0 (From Annual Inc)
Annual Inc Joint,,22872.0 (From Annual Inc)
Annual Inc Joint,,25320.0 (From Annual Inc)
Annual Inc Joint,,105725.0 (From Annual Inc)
Annual Inc Joint,,35152.0 (From Annual Inc)
Annual Inc Joint,,87287.0 (From Annual Inc)
Annual Inc Joint,,66495.0 (From Annual Inc)
Annual Inc Joint,,75590.0 (From Annual Inc)
Annual Inc Joint,,173000.0 (From Annual Inc)
Annual Inc Joint,,16500.0 (From Annual Inc)
Annual Inc Joint,,48963.0 (From Annual Inc)
Annual Inc Joint,,22428.0 (From Annual Inc)
Annual Inc Joint,,72400.0 (From Annual Inc)
Annual Inc Joint,,13812.0 (From Annual Inc)
Annual Inc Joint,,32526.84 (From Annual Inc)
Annual Inc Joint,,30696.0 (From Annual Inc)
Annual Inc Joint,,32400.0 (From Annual Inc)
Annual Inc Joint,,126400.0 (From Annual Inc)
Annual Inc Joint,,26520.0 (From Annual Inc)
Annual Inc Joint,,42497.762 (From Annual Inc)
Annual Inc Joint,,99700.0 (From Annual Inc)
Annual Inc Joint,,310000.0 (From Annual Inc)
Annual Inc Joint,,13104.0 (From Annual Inc)
Annual Inc Joint,,41932.0 (From Annual Inc)
Annual Inc Joint,,81289.0 (From Annual Inc)
Annual Inc Joint,,47524.0 (From Annual Inc)
Annual Inc Joint,,67353.0 (From Annual Inc)
Annual Inc Joint,,90289.0 (From Annual Inc)
Annual Inc Joint,,66900.0 (From Annual Inc)
Annual Inc Joint,,130400.0 (From Annual Inc)
Annual Inc Joint,,83270.0 (From Annual Inc)
Annual Inc Joint,,108466.0 (From Annual Inc)
Annual Inc Joint,,14800.0 (From Annual Inc)
Annual Inc Joint,,161000.0 (From Annual Inc)
Annual Inc Joint,,58318.0 (From Annual Inc)
Annual Inc Joint,,54650.0 (From Annual Inc)
Annual Inc Joint,,124779.0 (From Annual Inc)
Annual Inc Joint,,172500.0 (From Annual Inc)
Annual Inc Joint,,35004.0 (From Annual Inc)
Annual Inc Joint,,40663.0 (From Annual Inc)
Annual Inc Joint,,99400.0 (From Annual Inc)
Annual Inc Joint,,64180.0 (From Annual Inc)
Annual Inc Joint,,57630.0 (From Annual Inc)
Annual Inc Joint,,37645.0 (From Annual Inc)
Annual Inc Joint,,71858.0 (From Annual Inc)
Annual Inc Joint,,38832.0 (From Annual Inc)
Annual Inc Joint,,57512.0 (From Annual Inc)
Annual Inc Joint,,28628.0 (From Annual Inc)
Annual Inc Joint,,36300.0 (From Annual Inc)
Annual Inc Joint,,67286.0 (From Annual Inc)
Annual Inc Joint,,43482.0 (From Annual Inc)
Annual Inc Joint,,13600.0 (From Annual Inc)
Annual Inc Joint,,94262.0 (From Annual Inc)
Annual Inc Joint,,84750.0 (From Annual Inc)
Annual Inc Joint,,103500.0 (From Annual Inc)
Annual Inc Joint,,76541.0 (From Annual Inc)
Annual Inc Joint,,368000.0 (From Annual Inc)
Annual Inc Joint,,40760.0 (From Annual Inc)
Annual Inc Joint,,62774.0 (From Annual Inc)
Annual Inc Joint,,68217.0 (From Annual Inc)
Annual Inc Joint,,75400.0 (From Annual Inc)
Annual Inc Joint,,65801.0 (From Annual Inc)
Annual Inc Joint,,69900.0 (From Annual Inc)
Annual Inc Joint,,87643.0 (From Annual Inc)
Annual Inc Joint,,23356.32 (From Annual Inc)
Annual Inc Joint,,13980.0 (From Annual Inc)
Annual Inc Joint,,14704.0 (From Annual Inc)
Annual Inc Joint,,129780.0 (From Annual Inc)
Annual Inc Joint,,39804.0 (From Annual Inc)
Annual Inc Joint,,73900.0 (From Annual Inc)
Annual Inc Joint,,62384.0 (From Annual Inc)
Annual Inc Joint,,91117.203 (From Annual Inc)
Annual Inc Joint,,48400.0 (From Annual Inc)
Annual Inc Joint,,248000.0 (From Annual Inc)
Annual Inc Joint,,54912.0 (From Annual Inc)
Annual Inc Joint,,28452.0 (From Annual Inc)
Annual Inc Joint,,52780.0 (From Annual Inc)
Annual Inc Joint,,141420.0 (From Annual Inc)
Annual Inc Joint,,112050.0 (From Annual Inc)
Annual Inc Joint,,178350.0 (From Annual Inc)
Annual Inc Joint,,33468.0 (From Annual Inc)
Annual Inc Joint,,98280.0 (From Annual Inc)
Annual Inc Joint,,144450.0 (From Annual Inc)
Annual Inc Joint,,13000.0 (From Annual Inc)
Annual Inc Joint,,42156.0 (From Annual Inc)
Annual Inc Joint,,58876.0 (From Annual Inc)
Annual Inc Joint,,122848.0 (From Annual Inc)
Annual Inc Joint,,47742.0 (From Annual Inc)
Annual Inc Joint,,650000.0 (From Annual Inc)
Annual Inc Joint,,91328.0 (From Annual Inc)
Annual Inc Joint,,30380.0 (From Annual Inc)
Annual Inc Joint,,45420.0 (From Annual Inc)
Annual Inc Joint,,52150.0 (From Annual Inc)
Annual Inc Joint,,45697.0 (From Annual Inc)
Annual Inc Joint,,41977.32 (From Annual Inc)
Annual Inc Joint,,78625.0 (From Annual Inc)
Annual Inc Joint,,47448.0 (From Annual Inc)
Annual Inc Joint,,61008.0 (From Annual Inc)
Annual Inc Joint,,121348.0 (From Annual Inc)
Annual Inc Joint,,271000.0 (From Annual Inc)
Annual Inc Joint,,24980.0 (From Annual Inc)
Annual Inc Joint,,59195.0 (From Annual Inc)
Annual Inc Joint,,253000.0 (From Annual Inc)
Annual Inc Joint,,135200.0 (From Annual Inc)
Annual Inc Joint,,67503.406 (From Annual Inc)
Annual Inc Joint,,32560.0 (From Annual Inc)
Annual Inc Joint,,44748.0 (From Annual Inc)
Annual Inc Joint,,63240.0 (From Annual Inc)
Annual Inc Joint,,101127.0 (From Annual Inc)
Annual Inc Joint,,48173.0 (From Annual Inc)
Annual Inc Joint,,65200.0 (From Annual Inc)
Annual Inc Joint,,62517.0 (From Annual Inc)
Annual Inc Joint,,40581.0 (From Annual Inc)
Annual Inc Joint,,66700.0 (From Annual Inc)
Annual Inc Joint,,92250.0 (From Annual Inc)
Annual Inc Joint,,130037.0 (From Annual Inc)
Annual Inc Joint,,55008.0 (From Annual Inc)
Annual Inc Joint,,55700.0 (From Annual Inc)
Annual Inc Joint,,81473.0 (From Annual Inc)
Annual Inc Joint,,370000.0 (From Annual Inc)
Annual Inc Joint,,17800.0 (From Annual Inc)
Annual Inc Joint,,82300.0 (From Annual Inc)
Annual Inc Joint,,100912.0 (From Annual Inc)
Annual Inc Joint,,54300.0 (From Annual Inc)
Annual Inc Joint,,31872.0 (From Annual Inc)
Annual Inc Joint,,68100.0 (From Annual Inc)
Annual Inc Joint,,133500.0 (From Annual Inc)
Annual Inc Joint,,54999.0 (From Annual Inc)
Annual Inc Joint,,147600.0 (From Annual Inc)
Annual Inc Joint,,32240.0 (From Annual Inc)
Annual Inc Joint,,80309.0 (From Annual Inc)
Annual Inc Joint,,138300.0 (From Annual Inc)
Annual Inc Joint,,53448.0 (From Annual Inc)
Annual Inc Joint,,100367.0 (From Annual Inc)
Annual Inc Joint,,27816.0 (From Annual Inc)
Annual Inc Joint,,82690.0 (From Annual Inc)
Annual Inc Joint,,48584.0 (From Annual Inc)
Annual Inc Joint,,95050.0 (From Annual Inc)
Annual Inc Joint,,62250.0 (From Annual Inc)
Annual Inc Joint,,38480.0 (From Annual Inc)
Annual Inc Joint,,25920.0 (From Annual Inc)
Annual Inc Joint,,28400.0 (From Annual Inc)
Annual Inc Joint,,241000.0 (From Annual Inc)
Annual Inc Joint,,109250.0 (From Annual Inc)
Annual Inc Joint,,30612.0 (From Annual Inc)
Annual Inc Joint,,23900.0 (From Annual Inc)
Annual Inc Joint,,74800.0 (From Annual Inc)
Annual Inc Joint,,42150.0 (From Annual Inc)
Annual Inc Joint,,1200000.0 (From Annual Inc)
Annual Inc Joint,,35364.0 (From Annual Inc)
Annual Inc Joint,,27648.0 (From Annual Inc)
Annual Inc Joint,,61443.199 (From Annual Inc)
Annual Inc Joint,,53599.0 (From Annual Inc)
Annual Inc Joint,,99371.0 (From Annual Inc)
Annual Inc Joint,,34750.0 (From Annual Inc)
Annual Inc Joint,,41300.0 (From Annual Inc)
Annual Inc Joint,,40680.0 (From Annual Inc)
Annual Inc Joint,,52923.0 (From Annual Inc)
Annual Inc Joint,,87100.0 (From Annual Inc)
Annual Inc Joint,,53200.0 (From Annual Inc)
Annual Inc Joint,,47256.0 (From Annual Inc)
Annual Inc Joint,,67656.0 (From Annual Inc)
Annual Inc Joint,,53600.0 (From Annual Inc)
Annual Inc Joint,,100392.0 (From Annual Inc)
Annual Inc Joint,,53880.0 (From Annual Inc)
Annual Inc Joint,,67400.0 (From Annual Inc)
Annual Inc Joint,,154441.0 (From Annual Inc)
Annual Inc Joint,,65714.0 (From Annual Inc)
Annual Inc Joint,,72862.0 (From Annual Inc)
Annual Inc Joint,,75288.0 (From Annual Inc)
Annual Inc Joint,,38510.0 (From Annual Inc)
Annual Inc Joint,,79777.68 (From Annual Inc)
Annual Inc Joint,,125500.0 (From Annual Inc)
Annual Inc Joint,,84800.0 (From Annual Inc)
Annual Inc Joint,,68400.0 (From Annual Inc)
Annual Inc Joint,,47960.0 (From Annual Inc)
Annual Inc Joint,,161800.0 (From Annual Inc)
Annual Inc Joint,,29274.0 (From Annual Inc)
Annual Inc Joint,,47777.0 (From Annual Inc)
Annual Inc Joint,,47819.0 (From Annual Inc)
Annual Inc Joint,,99200.0 (From Annual Inc)
Annual Inc Joint,,100700.0 (From Annual Inc)
Annual Inc Joint,,22037.0 (From Annual Inc)
Annual Inc Joint,,28360.0 (From Annual Inc)
Annual Inc Joint,,85280.0 (From Annual Inc)
Annual Inc Joint,,72708.0 (From Annual Inc)
Annual Inc Joint,,27500.0 (From Annual Inc)
Annual Inc Joint,,47316.0 (From Annual Inc)
Annual Inc Joint,,38004.0 (From Annual Inc)
Annual Inc Joint,,60286.0 (From Annual Inc)
Annual Inc Joint,,46080.0 (From Annual Inc)
Annual Inc Joint,,36564.0 (From Annual Inc)
Annual Inc Joint,,54429.0 (From Annual Inc)
Annual Inc Joint,,456000.0 (From Annual Inc)
Annual Inc Joint,,28280.0 (From Annual Inc)
Annual Inc Joint,,92193.563 (From Annual Inc)
Annual Inc Joint,,15684.0 (From Annual Inc)
Annual Inc Joint,,34399.0 (From Annual Inc)
Annual Inc Joint,,89700.0 (From Annual Inc)
Annual Inc Joint,,17280.0 (From Annual Inc)
Annual Inc Joint,,71765.0 (From Annual Inc)
Annual Inc Joint,,247000.0 (From Annual Inc)
Annual Inc Joint,,68535.0 (From Annual Inc)
Annual Inc Joint,,78582.0 (From Annual Inc)
Annual Inc Joint,,40005.0 (From Annual Inc)
Annual Inc Joint,,59747.52 (From Annual Inc)
Annual Inc Joint,,60250.0 (From Annual Inc)
Annual Inc Joint,,40335.0 (From Annual Inc)
Annual Inc Joint,,47664.0 (From Annual Inc)
Annual Inc Joint,,65700.0 (From Annual Inc)
Annual Inc Joint,,80005.0 (From Annual Inc)
Annual Inc Joint,,59865.0 (From Annual Inc)
Annual Inc Joint,,250800.0 (From Annual Inc)
Annual Inc Joint,,47323.0 (From Annual Inc)
Annual Inc Joint,,60289.18 (From Annual Inc)
Annual Inc Joint,,54196.0 (From Annual Inc)
Annual Inc Joint,,70185.0 (From Annual Inc)
Annual Inc Joint,,23500.0 (From Annual Inc)
Annual Inc Joint,,116505.0 (From Annual Inc)
Annual Inc Joint,,45050.0 (From Annual Inc)
Annual Inc Joint,,24160.0 (From Annual Inc)
Annual Inc Joint,,56487.0 (From Annual Inc)
Annual Inc Joint,,49400.0 (From Annual Inc)
Annual Inc Joint,,39995.0 (From Annual Inc)
Annual Inc Joint,,114865.0 (From Annual Inc)
Annual Inc Joint,,10400.0 (From Annual Inc)
Annual Inc Joint,,77600.0 (From Annual Inc)
Annual Inc Joint,,33800.0 (From Annual Inc)
Annual Inc Joint,,77361.0 (From Annual Inc)
Annual Inc Joint,,99600.0 (From Annual Inc)
Annual Inc Joint,,57345.0 (From Annual Inc)
Annual Inc Joint,,83018.0 (From Annual Inc)
Annual Inc Joint,,32016.0 (From Annual Inc)
Annual Inc Joint,,232000.0 (From Annual Inc)
Annual Inc Joint,,27050.0 (From Annual Inc)
Annual Inc Joint,,64255.0 (From Annual Inc)
Annual Inc Joint,,137508.0 (From Annual Inc)
Annual Inc Joint,,79990.0 (From Annual Inc)
Annual Inc Joint,,41870.0 (From Annual Inc)
Annual Inc Joint,,15060.0 (From Annual Inc)
Annual Inc Joint,,21312.0 (From Annual Inc)
Annual Inc Joint,,49285.0 (From Annual Inc)
Annual Inc Joint,,31920.0 (From Annual Inc)
Annual Inc Joint,,88262.0 (From Annual Inc)
Annual Inc Joint,,72825.0 (From Annual Inc)
Annual Inc Joint,,113300.0 (From Annual Inc)
Annual Inc Joint,,167500.0 (From Annual Inc)
Annual Inc Joint,,41133.238 (From Annual Inc)
Annual Inc Joint,,106500.0 (From Annual Inc)
Annual Inc Joint,,88265.0 (From Annual Inc)
Annual Inc Joint,,63477.191 (From Annual Inc)
Annual Inc Joint,,25440.0 (From Annual Inc)
Annual Inc Joint,,46932.0 (From Annual Inc)
Annual Inc Joint,,70700.0 (From Annual Inc)
Annual Inc Joint,,46163.0 (From Annual Inc)
Annual Inc Joint,,32160.0 (From Annual Inc)
Annual Inc Joint,,157100.0 (From Annual Inc)
Annual Inc Joint,,60522.0 (From Annual Inc)
Annual Inc Joint,,69201.0 (From Annual Inc)
Annual Inc Joint,,78250.0 (From Annual Inc)
Annual Inc Joint,,77700.0 (From Annual Inc)
Annual Inc Joint,,32748.0 (From Annual Inc)
Annual Inc Joint,,80880.0 (From Annual Inc)
Annual Inc Joint,,86048.0 (From Annual Inc)
Annual Inc Joint,,101200.0 (From Annual Inc)
Annual Inc Joint,,49920.0 (From Annual Inc)
Annual Inc Joint,,87818.844 (From Annual Inc)
Annual Inc Joint,,61236.0 (From Annual Inc)
Annual Inc Joint,,30061.0 (From Annual Inc)
Annual Inc Joint,,93250.0 (From Annual Inc)
Annual Inc Joint,,17308.01 (From Annual Inc)
Annual Inc Joint,,50640.0 (From Annual Inc)
Annual Inc Joint,,184500.0 (From Annual Inc)
Annual Inc Joint,,279000.0 (From Annual Inc)
Annual Inc Joint,,187200.0 (From Annual Inc)
Annual Inc Joint,,118900.0 (From Annual Inc)
Annual Inc Joint,,8796.0 (From Annual Inc)
Annual Inc Joint,,21685.0 (From Annual Inc)
Annual Inc Joint,,53391.0 (From Annual Inc)
Annual Inc Joint,,34663.0 (From Annual Inc)
Annual Inc Joint,,490000.0 (From Annual Inc)
Annual Inc Joint,,61524.0 (From Annual Inc)
Annual Inc Joint,,29959.0 (From Annual Inc)
Annual Inc Joint,,209000.0 (From Annual Inc)
Annual Inc Joint,,35973.0 (From Annual Inc)
Annual Inc Joint,,38900.0 (From Annual Inc)
Annual Inc Joint,,62788.0 (From Annual Inc)
Annual Inc Joint,,52125.0 (From Annual Inc)
Annual Inc Joint,,52980.0 (From Annual Inc)
Annual Inc Joint,,41800.0 (From Annual Inc)
